time,assetId,s2_cell_id,tenantId,accl,pitch,roll,speed
2026-08-27 09:57:10+00:00,275e0e9d-f021-41d8-b233-b3d88a5f766d,3109527,30fc8580-45cc-4bad-95ba-9432318233a9,0.493741,5.847725,4.737972,17.538441
2026-08-27 09:57:10+00:00,9b8fc52a-26d3-4eb1-92fe-be53bf63ff31,3109515,30fc8580-45cc-4bad-95ba-9432318233a9,0.084445,-1.304166,-163.645508,35.502842
2026-08-27 09:57:10+00:00,8e6e4127-44c8-4db3-8b7e-5d721207fdef,3109531,30fc8580-45cc-4bad-95ba-9432318233a9,0.246578,-0.93301,-166.368881,27.52072
2026-08-27 09:57:10+00:00,957cb8e1-09bf-463d-9119-b7345695ecc8,310549f,30fc8580-45cc-4bad-95ba-9432318233a9,0.0,0.0,0.0,0.0
2026-08-27 09:57:10+00:00,61cddc29-0051-42e2-b266-1544c68027a5,310953d,30fc8580-45cc-4bad-95ba-9432318233a9,0.923803,-10.9526,3.12574,13.019561
2026-08-27 09:57:10+00:00,57d2ea2f-2e87-474a-948e-0d9e3be02939,3109515,30fc8580-45cc-4bad-95ba-9432318233a9,0.136636,-2.785785,0.244552,0.0
2026-08-27 09:57:10+00:00,bb856396-18aa-47e8-b50b-c458e4cfefcf,1000001,30fc8580-45cc-4bad-95ba-9432318233a9,0.352422,-2.100129,-164.269943,0.0
2026-08-27 09:57:10+00:00,67ebd2c5-7b66-4dc6-aff2-a415e3d211f9,3109517,30fc8580-45cc-4bad-95ba-9432318233a9,9.577865,-2.304087,-1.316136,0.0
2026-08-27 09:57:10+00:00,4ff4c1c3-7572-468a-8d39-c8bc0b30f3f6,3109513,30fc8580-45cc-4bad-95ba-9432318233a9,0.992089,1.604822,0.459199,59.486237
2026-08-27 09:57:10+00:00,4ae2d8df-ebb7-4e95-a8fb-276a0a818c9a,310950f,6189d70e-975c-4cea-87a6-0dcf8e80a18c,9.795822,-3.82354,-7.865518,0.0
2026-08-27 09:57:10+00:00,9ecb941e-55a1-49e9-b966-b9b7e2926372,3109503,30fc8580-45cc-4bad-95ba-9432318233a9,9.200209,3.237757,-2.78006,16.575399
2026-08-27 09:57:10+00:00,02a1cd96-9def-445d-b6ea-fa4b360e90e1,3109507,30fc8580-45cc-4bad-95ba-9432318233a9,9.800767,1.633367,7.461617,0.0
2026-08-27 09:57:10+00:00,13ac8c63-58a8-4d03-8384-3e60829bf3e8,3109519,30fc8580-45cc-4bad-95ba-9432318233a9,0.11136,-8.154177,18.570738,41.98484
2026-08-27 09:57:15+00:00,5795c7df-e4bc-45bb-af4f-73d7fc954c34,310951f,30fc8580-45cc-4bad-95ba-9432318233a9,9.795754,0.830721,8.936994,0.0
2026-08-27 09:57:15+00:00,275e0e9d-f021-41d8-b233-b3d88a5f766d,3109527,30fc8580-45cc-4bad-95ba-9432318233a9,0.153428,6.420605,3.11944,17.538441
2026-08-27 09:57:15+00:00,27ab3117-8e33-449a-878c-cc2fb7f3b8cd,31094fb,30fc8580-45cc-4bad-95ba-9432318233a9,9.806316,-6.272068,12.073481,18.056999
2026-08-27 09:57:15+00:00,9b8fc52a-26d3-4eb1-92fe-be53bf63ff31,3109515,30fc8580-45cc-4bad-95ba-9432318233a9,0.144272,-0.991082,-167.078293,35.502842
2026-08-27 09:57:15+00:00,4ff4c1c3-7572-468a-8d39-c8bc0b30f3f6,3109513,30fc8580-45cc-4bad-95ba-9432318233a9,1.638538,-1.521234,-0.180408,53.207958
2026-08-27 09:57:15+00:00,957cb8e1-09bf-463d-9119-b7345695ecc8,310549f,30fc8580-45cc-4bad-95ba-9432318233a9,0.0,0.0,0.0,0.0
2026-08-27 09:57:15+00:00,8e6e4127-44c8-4db3-8b7e-5d721207fdef,3109531,30fc8580-45cc-4bad-95ba-9432318233a9,0.248347,-2.040292,-162.049927,27.52072
2026-08-27 09:57:15+00:00,61cddc29-0051-42e2-b266-1544c68027a5,310953d,30fc8580-45cc-4bad-95ba-9432318233a9,0.233682,-12.687401,5.990201,13.019561
2026-08-27 09:57:15+00:00,0c8e5571-e03d-40ca-a190-b3fe91c4c0fc,3109507,30fc8580-45cc-4bad-95ba-9432318233a9,9.722113,3.187793,-0.016029,12.83436
2026-08-27 09:57:15+00:00,13ac8c63-58a8-4d03-8384-3e60829bf3e8,3109519,30fc8580-45cc-4bad-95ba-9432318233a9,0.119965,-10.626382,15.688094,45.799957
2026-08-27 09:57:15+00:00,57d2ea2f-2e87-474a-948e-0d9e3be02939,3109515,30fc8580-45cc-4bad-95ba-9432318233a9,0.195931,-3.822166,0.49114,0.0
2026-08-27 09:57:20+00:00,67ebd2c5-7b66-4dc6-aff2-a415e3d211f9,3109517,30fc8580-45cc-4bad-95ba-9432318233a9,9.371533,-5.540445,-0.512857,2.315
2026-08-27 09:57:20+00:00,8e6e4127-44c8-4db3-8b7e-5d721207fdef,3109531,30fc8580-45cc-4bad-95ba-9432318233a9,0.100796,-0.461351,-163.006653,27.52072
2026-08-27 09:57:20+00:00,57d2ea2f-2e87-474a-948e-0d9e3be02939,3109513,30fc8580-45cc-4bad-95ba-9432318233a9,0.75251,-2.392694,1.114054,15.35308
2026-08-27 09:57:20+00:00,61cddc29-0051-42e2-b266-1544c68027a5,310953d,30fc8580-45cc-4bad-95ba-9432318233a9,0.255616,-10.753551,5.788478,13.019561
2026-08-27 09:57:20+00:00,9b8fc52a-26d3-4eb1-92fe-be53bf63ff31,3109515,30fc8580-45cc-4bad-95ba-9432318233a9,0.063192,-0.082925,-163.2733,35.502842
2026-08-27 09:57:20+00:00,13ac8c63-58a8-4d03-8384-3e60829bf3e8,310951f,30fc8580-45cc-4bad-95ba-9432318233a9,0.098029,-8.428659,11.797699,44.13316
2026-08-27 09:57:20+00:00,275e0e9d-f021-41d8-b233-b3d88a5f766d,3109527,30fc8580-45cc-4bad-95ba-9432318233a9,0.257275,0.614157,7.43361,17.538441
2026-08-27 09:57:20+00:00,4ff4c1c3-7572-468a-8d39-c8bc0b30f3f6,3109515,30fc8580-45cc-4bad-95ba-9432318233a9,1.305048,-3.435054,1.836354,37.37336
