time,assetId,s2_cell_id,tenantId,accl,pitch,roll,speed
2026-08-25 11:54:24+00:00,bfdf17cc-bf06-4563-b28e-c7d02e1dcbd5,31095ab,30fc8580-45cc-4bad-95ba-9432318233a9,0.351168,-1.293674,-164.049576,33.243401
2026-08-25 11:54:25+00:00,274efdb7-23a9-413b-9fed-29d6e6b450ee,310953f,30fc8580-45cc-4bad-95ba-9432318233a9,0.240297,0.938141,4.285902,50.281799
2026-08-25 11:54:25+00:00,528e8b2e-7823-4c69-8dcc-13226f06f4b7,31095e9,30fc8580-45cc-4bad-95ba-9432318233a9,0.965478,-2.226909,1.399241,0.25928
2026-08-25 11:54:25+00:00,53061365-ef9d-4dd5-a095-c5eebaba2d25,310948f,30fc8580-45cc-4bad-95ba-9432318233a9,0.060238,4.529295,4.425588,2.01868
2026-08-25 11:54:26+00:00,6654a330-3219-4161-a339-261d9b5aa308,31103b1,30fc8580-45cc-4bad-95ba-9432318233a9,0.558207,-34.475971,106.882591,35.743599
2026-08-25 11:54:26+00:00,d3e457fb-e02a-4dbc-ab68-4a5f6c0c2fc2,3109517,30fc8580-45cc-4bad-95ba-9432318233a9,0.490952,4.526558,-2.05433,0.0
2026-08-25 11:54:27+00:00,d3f7eded-34ab-43c9-918e-e698935d73b1,3109511,30fc8580-45cc-4bad-95ba-9432318233a9,0.052187,-0.157051,11.417591,0.0
2026-08-25 11:54:27+00:00,60a42c7a-0af3-4004-9983-6eb6efeecfbc,3109507,30fc8580-45cc-4bad-95ba-9432318233a9,0.394944,-4.775383,-169.55162,18.31628
2026-08-25 11:54:28+00:00,aa714b9f-5f30-49cc-be5e-3fe56acd6e19,3109519,30fc8580-45cc-4bad-95ba-9432318233a9,9.687037,8.547337,-1.272866,33.63232
2026-08-25 11:54:28+00:00,103f7f53-42d9-4dc7-be10-6c352b7f4eaa,310950f,30fc8580-45cc-4bad-95ba-9432318233a9,0.250668,5.146637,14.749586,23.909319
2026-08-25 11:54:28+00:00,efb4c3cf-1fef-46bf-bc75-83bdf16c3454,310951b,30fc8580-45cc-4bad-95ba-9432318233a9,0.14085,24.193121,12.680735,0.0
2026-08-25 11:54:28+00:00,78651860-36af-4008-b4d1-af6e71286683,31094e3,30fc8580-45cc-4bad-95ba-9432318233a9,0.030178,-1.179236,11.619303,0.0
2026-08-25 11:54:28+00:00,e38f3aed-3d48-4f30-85ee-f20a85e1edcc,31080a7,30fc8580-45cc-4bad-95ba-9432318233a9,0.878923,9.447687,-6.461078,53.726521
