time,assetId,s2_cell_id,tenantId,accl,pitch,roll,speed
2026-08-26 12:03:12+00:00,9ed6ba83-851f-4564-baca-b1b027fcc86d,310957b,30fc8580-45cc-4bad-95ba-9432318233a9,1.119123,1.397019,-170.870255,39.021641
2026-08-26 12:03:12+00:00,bd4bcafd-2086-4bde-9384-8e2191374990,3109519,30fc8580-45cc-4bad-95ba-9432318233a9,0.290252,6.861546,-0.184388,36.61404
2026-08-26 12:03:13+00:00,2790476b-30d2-4014-b0aa-63ec4396d92e,3109505,30fc8580-45cc-4bad-95ba-9432318233a9,0.466676,-2.10492,24.054047,11.96392
2026-08-26 12:03:13+00:00,00170b4e-d605-43c8-90cb-849cf884f9d1,3109573,30fc8580-45cc-4bad-95ba-9432318233a9,0.148469,-4.148323,-161.036133,32.558159
2026-08-26 12:03:13+00:00,6654a330-3219-4161-a339-261d9b5aa308,31103b1,30fc8580-45cc-4bad-95ba-9432318233a9,0.614901,-31.369761,95.396858,0.0
2026-08-26 12:03:13+00:00,1d886793-e51a-42d8-ac94-09b6e70f9156,310951f,30fc8580-45cc-4bad-95ba-9432318233a9,0.490387,5.348907,-27.502054,25.890959
2026-08-26 12:03:13+00:00,e38f3aed-3d48-4f30-85ee-f20a85e1edcc,3107e1d,30fc8580-45cc-4bad-95ba-9432318233a9,0.127506,7.158974,-1.310284,0.0
2026-08-26 12:03:14+00:00,e77a1b2e-5d4a-4757-bb8b-f63773a39664,3110175,30fc8580-45cc-4bad-95ba-9432318233a9,0.717216,2.233747,-1.90808,29.40976
2026-08-26 12:03:15+00:00,53061365-ef9d-4dd5-a095-c5eebaba2d25,310948f,30fc8580-45cc-4bad-95ba-9432318233a9,0.540622,4.297678,4.077455,9.8156
2026-08-26 12:03:15+00:00,92b77034-f315-45c9-9fec-c7bbaa699ac4,310e579,30fc8580-45cc-4bad-95ba-9432318233a9,0.240214,-2.796077,-164.980377,0.0
2026-08-26 12:03:17+00:00,9ed6ba83-851f-4564-baca-b1b027fcc86d,310957b,30fc8580-45cc-4bad-95ba-9432318233a9,0.505239,1.084656,-172.693802,39.021641
2026-08-26 12:03:17+00:00,bd4bcafd-2086-4bde-9384-8e2191374990,3109519,30fc8580-45cc-4bad-95ba-9432318233a9,0.577378,6.193572,1.743379,43.17012
2026-08-26 12:03:18+00:00,6654a330-3219-4161-a339-261d9b5aa308,31103b1,30fc8580-45cc-4bad-95ba-9432318233a9,0.429386,-31.444187,96.282875,0.0
2026-08-26 12:03:18+00:00,1d886793-e51a-42d8-ac94-09b6e70f9156,310951f,30fc8580-45cc-4bad-95ba-9432318233a9,0.397965,-1.45818,-25.992188,26.05764
2026-08-26 12:03:18+00:00,2790476b-30d2-4014-b0aa-63ec4396d92e,3109505,30fc8580-45cc-4bad-95ba-9432318233a9,0.735773,-6.709383,14.272913,13.09364
2026-08-26 12:03:18+00:00,e38f3aed-3d48-4f30-85ee-f20a85e1edcc,3107e1d,30fc8580-45cc-4bad-95ba-9432318233a9,0.696879,6.979201,-3.267642,0.0
2026-08-26 12:03:19+00:00,e77a1b2e-5d4a-4757-bb8b-f63773a39664,3110175,30fc8580-45cc-4bad-95ba-9432318233a9,0.501448,2.876595,-2.261512,29.40976
2026-08-26 12:03:20+00:00,53061365-ef9d-4dd5-a095-c5eebaba2d25,310948f,30fc8580-45cc-4bad-95ba-9432318233a9,0.265478,4.788821,4.87672,13.26032
2026-08-26 12:03:20+00:00,29dfab21-b0f9-4043-b455-e45e53d5799f,310951f,30fc8580-45cc-4bad-95ba-9432318233a9,9.165792,-1.623984,0.042081,24.890879
2026-08-26 12:03:22+00:00,bd4bcafd-2086-4bde-9384-8e2191374990,3109519,30fc8580-45cc-4bad-95ba-9432318233a9,0.520237,2.760607,-1.373289,50.837402
2026-08-26 12:03:22+00:00,9ed6ba83-851f-4564-baca-b1b027fcc86d,310957b,30fc8580-45cc-4bad-95ba-9432318233a9,0.262186,-0.222731,-174.437607,39.021641
2026-08-26 12:03:23+00:00,1d886793-e51a-42d8-ac94-09b6e70f9156,310951f,30fc8580-45cc-4bad-95ba-9432318233a9,0.121252,3.372936,-27.545565,24.05748
2026-08-26 12:03:23+00:00,0fe59f62-8c96-493d-83cb-97c9f36c92c3,3109501,30fc8580-45cc-4bad-95ba-9432318233a9,9.578584,3.260989,0.442751,38.7994
2026-08-26 12:03:23+00:00,2790476b-30d2-4014-b0aa-63ec4396d92e,3109505,30fc8580-45cc-4bad-95ba-9432318233a9,0.773687,-3.425484,19.072866,15.167879
2026-08-26 12:03:23+00:00,e38f3aed-3d48-4f30-85ee-f20a85e1edcc,3107e1d,30fc8580-45cc-4bad-95ba-9432318233a9,0.503039,6.350655,-3.915233,0.0
2026-08-26 12:03:23+00:00,6654a330-3219-4161-a339-261d9b5aa308,31103b1,30fc8580-45cc-4bad-95ba-9432318233a9,0.571194,-31.108694,94.653748,0.0
2026-08-26 12:03:24+00:00,58a2bec1-86f6-4892-97e0-9926d94b3eaf,310950f,30fc8580-45cc-4bad-95ba-9432318233a9,9.508169,-2.757515,-3.698783,7.98212
